factory_id,parameter_id,tamper_type,start_timestamp,end_timestamp,severity
site_1221,ETP-Flow,INSPECTION DIP,2024-04-13 06:00:00,2024-04-15 18:00:00,medium
site_1221,ETP-pH,INSPECTION DIP,2024-04-13 06:00:00,2024-04-15 18:00:00,medium
site_1221,ETP-Flow,INSPECTION DIP,2024-09-08 06:00:00,2024-09-10 18:00:00,high
site_1221,ETP-pH,INSPECTION DIP,2024-09-08 06:00:00,2024-09-10 18:00:00,high
site_1221,ETP-pH,LIMIT HUGGING,2024-09-24 12:15:00,2024-09-28 07:45:00,high
site_1221,ETP-pH,IMPOSSIBLE PH RANGE,2024-02-04 04:30:00,2024-02-04 23:45:00,medium
site_1221,ETP-pH,IMPOSSIBLE PH RANGE,2024-06-09 04:15:00,2024-06-11 21:45:00,medium
site_1221,ETP-Flow,COORDINATED MISSING DATA,2024-04-22 19:00:00,2024-04-24 05:00:00,low
site_1221,ETP-pH,COORDINATED MISSING DATA,2024-04-22 19:00:00,2024-04-24 05:00:00,low
site_1221,ETP-Flow,LIMIT HUGGING,2024-02-12 01:30:00,2024-02-16 12:45:00,low
site_1221,ETP-pH,IMPOSSIBLE PH RANGE,2024-05-18 05:30:00,2024-05-20 17:15:00,medium
site_1221,ETP-pH,LIMIT HUGGING,2024-05-11 02:00:00,2024-05-18 00:45:00,high
site_1285,ETP-Flow,INSPECTION DIP,2024-07-28 06:00:00,2024-07-30 18:00:00,low
site_1285,ETP-pH,INSPECTION DIP,2024-07-28 06:00:00,2024-07-30 18:00:00,low
site_1285,ETP-Flow,LIMIT HUGGING,2024-12-09 10:30:00,2024-12-18 02:15:00,medium
site_1285,ETP-pH,IMPOSSIBLE PH RANGE,2024-02-25 22:30:00,2024-02-26 13:30:00,medium
site_1285,ETP-Flow,LIMIT HUGGING,2024-11-06 10:15:00,2024-11-13 14:15:00,high
site_1285,ETP-pH,IMPOSSIBLE PH RANGE,2024-01-09 03:00:00,2024-01-09 20:30:00,medium
site_1285,ETP-Flow,FLATLINE,2024-09-28 21:45:00,2024-09-29 05:15:00,medium
site_1285,ETP-pH,COPY-PASTE,2024-10-19 17:45:00,2024-10-21 05:00:00,medium
site_1285,ETP-Flow,LIMIT HUGGING,2024-08-09 15:30:00,2024-08-17 08:15:00,low
site_1285,ETP-pH,IMPOSSIBLE PH RANGE,2024-10-09 02:15:00,2024-10-10 12:15:00,low
site_1668,ETP-BOD,INSPECTION DIP,2024-01-22 06:00:00,2024-01-24 18:00:00,medium
site_1668,ETP-COD,INSPECTION DIP,2024-01-22 06:00:00,2024-01-24 18:00:00,medium
site_1668,ETP-TSS,INSPECTION DIP,2024-01-22 06:00:00,2024-01-24 18:00:00,medium
site_1668,ETP-pH,INSPECTION DIP,2024-01-22 06:00:00,2024-01-24 18:00:00,medium
site_1668,ETP-BOD,INSPECTION DIP,2024-02-10 06:00:00,2024-02-12 18:00:00,high
site_1668,ETP-COD,INSPECTION DIP,2024-02-10 06:00:00,2024-02-12 18:00:00,high
site_1668,ETP-TSS,INSPECTION DIP,2024-02-10 06:00:00,2024-02-12 18:00:00,high
site_1668,ETP-pH,INSPECTION DIP,2024-02-10 06:00:00,2024-02-12 18:00:00,high
site_1668,ETP-BOD,INSPECTION DIP,2024-02-27 06:00:00,2024-02-29 18:00:00,high
site_1668,ETP-COD,INSPECTION DIP,2024-02-27 06:00:00,2024-02-29 18:00:00,high
site_1668,ETP-TSS,INSPECTION DIP,2024-02-27 06:00:00,2024-02-29 18:00:00,high
site_1668,ETP-pH,INSPECTION DIP,2024-02-27 06:00:00,2024-02-29 18:00:00,high
site_1668,ETP-BOD,INSPECTION DIP,2024-03-17 06:00:00,2024-03-19 18:00:00,low
site_1668,ETP-COD,INSPECTION DIP,2024-03-17 06:00:00,2024-03-19 18:00:00,low
site_1668,ETP-TSS,INSPECTION DIP,2024-03-17 06:00:00,2024-03-19 18:00:00,low
site_1668,ETP-pH,INSPECTION DIP,2024-03-17 06:00:00,2024-03-19 18:00:00,low
site_1668,ETP-BOD,INSPECTION DIP,2024-04-10 06:00:00,2024-04-12 18:00:00,high
site_1668,ETP-COD,INSPECTION DIP,2024-04-10 06:00:00,2024-04-12 18:00:00,high
site_1668,ETP-TSS,INSPECTION DIP,2024-04-10 06:00:00,2024-04-12 18:00:00,high
site_1668,ETP-pH,INSPECTION DIP,2024-04-10 06:00:00,2024-04-12 18:00:00,high
site_1668,ETP-BOD,INSPECTION DIP,2024-05-19 06:00:00,2024-05-21 18:00:00,high
site_1668,ETP-COD,INSPECTION DIP,2024-05-19 06:00:00,2024-05-21 18:00:00,high
site_1668,ETP-TSS,INSPECTION DIP,2024-05-19 06:00:00,2024-05-21 18:00:00,high
site_1668,ETP-pH,INSPECTION DIP,2024-05-19 06:00:00,2024-05-21 18:00:00,high
site_1668,ETP-BOD,INSPECTION DIP,2024-06-01 06:00:00,2024-06-03 18:00:00,high
site_1668,ETP-COD,INSPECTION DIP,2024-06-01 06:00:00,2024-06-03 18:00:00,high
site_1668,ETP-TSS,INSPECTION DIP,2024-06-01 06:00:00,2024-06-03 18:00:00,high
site_1668,ETP-pH,INSPECTION DIP,2024-06-01 06:00:00,2024-06-03 18:00:00,high
site_1668,ETP-BOD,INSPECTION DIP,2024-06-10 06:00:00,2024-06-12 18:00:00,high
site_1668,ETP-COD,INSPECTION DIP,2024-06-10 06:00:00,2024-06-12 18:00:00,high
site_1668,ETP-TSS,INSPECTION DIP,2024-06-10 06:00:00,2024-06-12 18:00:00,high
site_1668,ETP-pH,INSPECTION DIP,2024-06-10 06:00:00,2024-06-12 18:00:00,high
site_1668,ETP-BOD,INSPECTION DIP,2024-09-03 06:00:00,2024-09-05 18:00:00,low
site_1668,ETP-COD,INSPECTION DIP,2024-09-03 06:00:00,2024-09-05 18:00:00,low
site_1668,ETP-TSS,INSPECTION DIP,2024-09-03 06:00:00,2024-09-05 18:00:00,low
site_1668,ETP-pH,INSPECTION DIP,2024-09-03 06:00:00,2024-09-05 18:00:00,low
site_1668,ETP-BOD,INSPECTION DIP,2024-11-19 06:00:00,2024-11-21 18:00:00,medium
site_1668,ETP-COD,INSPECTION DIP,2024-11-19 06:00:00,2024-11-21 18:00:00,medium
site_1668,ETP-TSS,INSPECTION DIP,2024-11-19 06:00:00,2024-11-21 18:00:00,medium
site_1668,ETP-pH,INSPECTION DIP,2024-11-19 06:00:00,2024-11-21 18:00:00,medium
site_1668,ETP-COD,CORRELATION BREAK,2024-08-01 07:00:00,2024-08-04 02:00:00,high
site_1668,ETP-BOD,CORRELATION BREAK,2024-04-13 12:00:00,2024-04-19 10:30:00,low
site_1668,ETP-TSS,CORRELATION BREAK,2024-12-14 10:00:00,2024-12-24 08:15:00,low
site_1668,ETP-COD,CORRELATION BREAK,2024-01-06 06:15:00,2024-01-15 07:45:00,high
site_1668,ETP-BOD,CORRELATION BREAK,2024-10-12 07:00:00,2024-10-21 20:30:00,high
site_1668,ETP-TSS,CORRELATION BREAK,2024-10-27 21:15:00,2024-11-06 10:30:00,high
site_1668,ETP-TSS,CORRELATION BREAK,2024-09-15 23:45:00,2024-09-24 20:30:00,medium
site_1668,ETP-pH,FLATLINE,2024-10-07 01:30:00,2024-10-11 09:45:00,low
site_1668,ETP-pH,IMPOSSIBLE PH RANGE,2024-12-27 21:15:00,2024-12-29 05:30:00,high
site_1668,ETP-TSS,CORRELATION BREAK,2024-09-11 04:15:00,2024-09-12 20:00:00,high
site_1668,ETP-COD,LIMIT HUGGING,2024-09-30 08:15:00,2024-10-07 06:45:00,medium
site_1668,ETP-BOD,COORDINATED MISSING DATA,2024-11-16 16:15:00,2024-11-17 00:00:00,medium
site_1668,ETP-COD,COORDINATED MISSING DATA,2024-11-16 16:15:00,2024-11-17 00:00:00,medium
site_1668,ETP-TSS,COORDINATED MISSING DATA,2024-11-16 16:15:00,2024-11-17 00:00:00,medium
site_1668,ETP-pH,COORDINATED MISSING DATA,2024-11-16 16:15:00,2024-11-17 00:00:00,medium
site_1257,ETP-pH,INSPECTION DIP,2024-02-04 06:00:00,2024-02-06 18:00:00,low
site_1257,ETP-pH,INSPECTION DIP,2024-02-25 06:00:00,2024-02-27 18:00:00,high
site_1257,ETP-pH,INSPECTION DIP,2024-04-10 06:00:00,2024-04-12 18:00:00,low
site_1257,ETP-pH,INSPECTION DIP,2024-04-22 06:00:00,2024-04-24 18:00:00,high
site_1257,ETP-pH,INSPECTION DIP,2024-05-07 06:00:00,2024-05-09 18:00:00,high
site_1257,ETP-pH,INSPECTION DIP,2024-05-14 06:00:00,2024-05-16 18:00:00,high
site_1257,ETP-pH,INSPECTION DIP,2024-06-04 06:00:00,2024-06-06 18:00:00,low
site_1257,ETP-pH,INSPECTION DIP,2024-06-12 06:00:00,2024-06-14 18:00:00,medium
site_1257,ETP-pH,INSPECTION DIP,2024-08-17 06:00:00,2024-08-19 18:00:00,high
site_1257,ETP-pH,INSPECTION DIP,2024-10-01 06:00:00,2024-10-03 18:00:00,high
site_1257,ETP-pH,INSPECTION DIP,2024-12-25 06:00:00,2024-12-27 18:00:00,low
site_1257,ETP-pH,COPY-PASTE,2024-01-15 20:45:00,2024-01-16 21:30:00,low
site_1257,ETP-pH,LIMIT HUGGING,2024-08-20 08:15:00,2024-08-26 01:15:00,low
site_1257,ETP-pH,COPY-PASTE,2024-11-18 23:45:00,2024-11-22 15:45:00,medium
site_1257,ETP-pH,FLATLINE,2024-11-04 04:30:00,2024-11-07 22:30:00,low
site_1257,ETP-pH,COORDINATED MISSING DATA,2024-03-13 16:45:00,2024-03-14 14:00:00,low
site_1264,ETP-pH,INSPECTION DIP,2024-05-18 06:00:00,2024-05-20 18:00:00,medium
site_1264,ETP-pH,INSPECTION DIP,2024-10-13 06:00:00,2024-10-15 18:00:00,high
site_1264,ETP-pH,COPY-PASTE,2024-02-08 03:00:00,2024-02-09 21:00:00,high
site_1264,ETP-pH,FLATLINE,2024-08-28 12:00:00,2024-08-31 04:15:00,medium
site_1264,ETP-pH,COPY-PASTE,2024-06-09 04:45:00,2024-06-12 04:15:00,medium
site_1264,ETP-pH,LIMIT HUGGING,2024-10-30 23:15:00,2024-11-05 16:30:00,low
site_1264,ETP-pH,IMPOSSIBLE PH RANGE,2024-04-25 03:15:00,2024-04-27 21:30:00,medium
site_1264,ETP-pH,FLATLINE,2024-02-22 05:00:00,2024-02-24 05:45:00,high
site_1280,ETP-Flow,INSPECTION DIP,2024-10-12 06:00:00,2024-10-14 18:00:00,high
site_1280,ETP-Flow,COPY-PASTE,2024-08-14 07:45:00,2024-08-16 17:30:00,high
site_1280,ETP-Flow,LIMIT HUGGING,2024-11-10 17:45:00,2024-11-14 17:15:00,medium
site_1280,ETP-Flow,COPY-PASTE,2024-06-04 08:00:00,2024-06-06 10:45:00,low
site_1280,ETP-Flow,COPY-PASTE,2024-05-30 12:15:00,2024-06-02 01:30:00,low
site_1280,ETP-Flow,COPY-PASTE,2024-05-05 11:15:00,2024-05-06 23:30:00,high
site_1284,ETP-pH,INSPECTION DIP,2024-01-16 06:00:00,2024-01-18 18:00:00,low
site_1284,ETP-pH,INSPECTION DIP,2024-11-27 06:00:00,2024-11-29 18:00:00,medium
site_1284,ETP-pH,FLATLINE,2024-11-09 19:15:00,2024-11-10 21:45:00,low
site_1284,ETP-pH,FLATLINE,2024-10-26 07:15:00,2024-10-31 11:15:00,high
site_1284,ETP-pH,COPY-PASTE,2024-07-11 05:45:00,2024-07-14 01:30:00,high
site_1284,ETP-pH,COORDINATED MISSING DATA,2024-09-20 03:30:00,2024-09-21 08:00:00,medium
site_1284,ETP-pH,COORDINATED MISSING DATA,2024-03-19 11:00:00,2024-03-21 08:30:00,low
site_1284,ETP-pH,IMPOSSIBLE PH RANGE,2024-01-26 07:45:00,2024-01-28 05:45:00,high
site_1284,ETP-pH,IMPOSSIBLE PH RANGE,2024-02-25 04:15:00,2024-02-27 08:00:00,low
site_1284,ETP-pH,LIMIT HUGGING,2024-03-03 17:45:00,2024-03-10 15:00:00,low
site_1310,ETP-Flow,INSPECTION DIP,2024-01-06 06:00:00,2024-01-08 18:00:00,medium
site_1310,ETP-Flow,INSPECTION DIP,2024-03-03 06:00:00,2024-03-05 18:00:00,low
site_1310,ETP-Flow,INSPECTION DIP,2024-03-30 06:00:00,2024-04-01 18:00:00,low
site_1310,ETP-Flow,INSPECTION DIP,2024-06-10 06:00:00,2024-06-12 18:00:00,medium
site_1310,ETP-Flow,INSPECTION DIP,2024-07-27 06:00:00,2024-07-29 18:00:00,medium
site_1310,ETP-Flow,INSPECTION DIP,2024-09-07 06:00:00,2024-09-09 18:00:00,medium
site_1310,ETP-Flow,INSPECTION DIP,2024-12-22 06:00:00,2024-12-24 18:00:00,high
site_1310,ETP-Flow,FLATLINE,2024-04-06 03:00:00,2024-04-08 23:00:00,low
site_1310,ETP-Flow,FLATLINE,2024-06-14 23:15:00,2024-06-21 22:45:00,high
site_1310,ETP-Flow,COPY-PASTE,2024-06-26 20:30:00,2024-06-29 13:15:00,medium
site_1310,ETP-Flow,FLATLINE,2024-10-30 22:45:00,2024-11-05 01:45:00,medium
site_1310,ETP-Flow,FLATLINE,2024-05-10 01:00:00,2024-05-16 06:30:00,medium
site_1321,ETP-BOD,INSPECTION DIP,2024-01-31 06:00:00,2024-02-02 18:00:00,high
site_1321,ETP-COD,INSPECTION DIP,2024-01-31 06:00:00,2024-02-02 18:00:00,high
site_1321,ETP-TSS,INSPECTION DIP,2024-01-31 06:00:00,2024-02-02 18:00:00,high
site_1321,ETP-BOD,INSPECTION DIP,2024-03-20 06:00:00,2024-03-22 18:00:00,high
site_1321,ETP-COD,INSPECTION DIP,2024-03-20 06:00:00,2024-03-22 18:00:00,high
site_1321,ETP-TSS,INSPECTION DIP,2024-03-20 06:00:00,2024-03-22 18:00:00,high
site_1321,ETP-BOD,INSPECTION DIP,2024-04-01 06:00:00,2024-04-03 18:00:00,high
site_1321,ETP-COD,INSPECTION DIP,2024-04-01 06:00:00,2024-04-03 18:00:00,high
site_1321,ETP-TSS,INSPECTION DIP,2024-04-01 06:00:00,2024-04-03 18:00:00,high
site_1321,ETP-BOD,INSPECTION DIP,2024-04-08 06:00:00,2024-04-10 18:00:00,high
site_1321,ETP-COD,INSPECTION DIP,2024-04-08 06:00:00,2024-04-10 18:00:00,high
site_1321,ETP-TSS,INSPECTION DIP,2024-04-08 06:00:00,2024-04-10 18:00:00,high
site_1321,ETP-BOD,INSPECTION DIP,2024-05-07 06:00:00,2024-05-09 18:00:00,medium
site_1321,ETP-COD,INSPECTION DIP,2024-05-07 06:00:00,2024-05-09 18:00:00,medium
site_1321,ETP-TSS,INSPECTION DIP,2024-05-07 06:00:00,2024-05-09 18:00:00,medium
site_1321,ETP-BOD,INSPECTION DIP,2024-06-03 06:00:00,2024-06-05 18:00:00,medium
site_1321,ETP-COD,INSPECTION DIP,2024-06-03 06:00:00,2024-06-05 18:00:00,medium
site_1321,ETP-TSS,INSPECTION DIP,2024-06-03 06:00:00,2024-06-05 18:00:00,medium
site_1321,ETP-BOD,INSPECTION DIP,2024-07-24 06:00:00,2024-07-26 18:00:00,medium
site_1321,ETP-COD,INSPECTION DIP,2024-07-24 06:00:00,2024-07-26 18:00:00,medium
site_1321,ETP-TSS,INSPECTION DIP,2024-07-24 06:00:00,2024-07-26 18:00:00,medium
site_1321,ETP-BOD,INSPECTION DIP,2024-09-08 06:00:00,2024-09-10 18:00:00,medium
site_1321,ETP-COD,INSPECTION DIP,2024-09-08 06:00:00,2024-09-10 18:00:00,medium
site_1321,ETP-TSS,INSPECTION DIP,2024-09-08 06:00:00,2024-09-10 18:00:00,medium
